hearing_id,comment_id,speaker_type,speaker_name,speaker_cluster,start_timestamp,word_count,question_flag,analysis_text
h1_2025_12_03,h1_2025_12_03_t00196,official,Unknown speaker,SPEAKER_09,01:56:21.875,14,True,"Thank you for that point. You good, Sam? I'm good for right now."
h1_2025_12_03,h1_2025_12_03_t00197,official,Unknown speaker,SPEAKER_25,01:56:27.097,7,True,"Okay, sir. All right. So Mark Ayers?"
h1_2025_12_03,h1_2025_12_03_t00198,official,Unknown speaker,SPEAKER_34,01:56:34.759,57,True,"Yeah, there we go. Thank you. Thank you, Lori, Ann, and Robert. And that's going to be a follow-up to that question. Robert, I think you were the one that mentioned Aurora, Naperville. There were some other jurisdictions that had stronger zoning requirements. Can you elaborate what they have in place that we don't?"
h1_2025_12_03,h1_2025_12_03_t00199,public,Unknown speaker,SPEAKER_06,01:56:54.129,7,True,"You know, I don't. Do you?"
h1_2025_12_03,h1_2025_12_03_t00200,public,Unknown speaker,SPEAKER_35,01:56:56.668,116,False,"I CAN SORT OF ANSWER THAT. SO IT'S PARTLY BECAUSE OF THE MUNI COOP ISSUE. SO AMRON HAS TO SERVE THEIR CUSTOMERS. BUT MUNICIPAL AND COOP UTILITIES IN ILLINOIS AREN'T GOVERNED THE SAME WAY. SO THE MUNIS AND COOPS CAN NEGOTIATE SOME OF THESE DEALS. SO IN VITAVIA, THEY ARE REQUIRING THEIR DATA CENTER TO BUY ALL OF THEIR POWER FROM PJM. SO THE LOCAL UTILITY, MUNICIPAL UTILITY WILL BE THE DELIVERY BUT THEY ARE NOT USING THE LOCAL MUNICIPALITY UTILITIES ENERGY SOURCE. NAPERVILLE IS SETTING REQUIREMENTS ON THE TIER STANDARD ON THE GENERATORS SO THEY HAVE BETTER FILTERS ON THEM. SO A LOT OF THAT CAN BE NEGOTIATED BY MUNIS AND CO-OPS."
h1_2025_12_03,h1_2025_12_03_t00202,official,Unknown speaker,SPEAKER_25,01:57:47.329,19,True,"IS THAT MARK? OKAY. THANK YOU, SIR. ANY OTHER BOARD MEMBERS RIGHT NOW THAT WANT TO ASK A QUESTION?"
h1_2025_12_03,h1_2025_12_03_t00203,official,Unknown speaker,SPEAKER_25,01:57:56.748,18,True,"You can, Sam, because, again, it's the second time, and how much time has he got left?"
h1_2025_12_03,h1_2025_12_03_t00204,unknown,Unknown speaker,SPEAKER_16,01:58:01.631,3,False,1 minute 30.
h1_2025_12_03,h1_2025_12_03_t00205,official,Unknown speaker,SPEAKER_09,01:58:05.254,22,True,"1 minute 30. Yeah. I'm asking, what other local governments besides Naperville have enacted ordinances or laws to regulate data centers?"
h1_2025_12_03,h1_2025_12_03_t00206,public,Unknown speaker,SPEAKER_37,01:58:18.202,22,False,I can answer that. Santa Clara insisted on the data center supplying their own energy and it had to be 100% renewable.
h1_2025_12_03,h1_2025_12_03_t00207,official,Unknown speaker,SPEAKER_09,01:58:29.806,12,True,"Okay, Santa Clara, California? Yeah. Any others that you're aware of?"
h1_2025_12_03,h1_2025_12_03_t00208,public,Unknown speaker,SPEAKER_37,01:58:36.370,1,True,What?
h1_2025_12_03,h1_2025_12_03_t00209,official,Unknown speaker,SPEAKER_09,01:58:36.890,13,True,Any other localities that you're aware of that have passed such regulations?
h1_2025_12_03,h1_2025_12_03_t00210,public,Unknown speaker,SPEAKER_37,01:58:42.514,47,False,"I think that Virginia and Pennsylvania are looking hard at a lot of of regulations, but they have a hard time coming to agreement on it. But they're scrambling on trying to deal with all that because they got really hit hard with the data centers."
h1_2025_12_03,h1_2025_12_03_t00211,official,Unknown speaker,SPEAKER_09,01:58:58.418,27,True,And isn't there some talk about a bill being introduced in the Illinois General Assembly to regulate data centers? Yes. What's the status of that?
h1_2025_12_03,h1_2025_12_03_t00212,public,Unknown speaker,SPEAKER_37,01:59:09.284,21,True,"They're hoping in spring to put that in, and I'm pretty sure it's renewable energy, right? Clean energy."
h1_2025_12_03,h1_2025_12_03_t00213,official,Unknown speaker,SPEAKER_09,01:59:16.289,10,True,You know who the legislators behind that are? Go ahead.
h1_2025_12_03,h1_2025_12_03_t00214,public,Unknown speaker,SPEAKER_06,01:59:21.152,41,False,"It hasn't gotten that far. There's an energy component and a water component. That said, from what I've seen thus far, I wouldn't necessarily be looking that to be particularly strong in terms of regulatory teeth. Yeah."
h1_2025_12_03,h1_2025_12_03_t00215,official,Unknown speaker,SPEAKER_09,01:59:41.085,3,False,Thanks. Shocker. Okay.
h1_2025_12_03,h1_2025_12_03_t00216,official,Unknown speaker,SPEAKER_25,01:59:42.847,28,False,"Okay. So your time is up. Sam, if you have anything else that you need, work with one of your colleagues and have them. Got it. Okay, Jeff."
h1_2025_12_03,h1_2025_12_03_t00217,official,Unknown speaker,SPEAKER_25,01:59:59.973,6,False,"Yes, sir. Right, now this time."
h1_2025_12_03,h1_2025_12_03_t00218,unknown,Unknown speaker,SPEAKER_17,02:00:01.454,5,False,Okay. Hold on a second.
h1_2025_12_03,h1_2025_12_03_t00219,official,Unknown speaker,SPEAKER_25,02:00:05.617,5,False,"Jeff Thomas, raise your hand."
h1_2025_12_03,h1_2025_12_03_t00220,official,Unknown speaker,SPEAKER_30,02:00:09.900,252,True,"Appreciate you guys. Appreciate everybody coming up here and talking. all your points valid you're talking about how we would renewable energy to do a data center how would we do that would we take four thousand more acres out of production to build a i'm just saying we're talking about dirt i didn't see this type of reaction for the four thousand acres of solar farms that concerns me one thing my next question sorry My next question is, I grew up in Pawnee, coal mining town. I've watched that go completely downhill, gone all my friends and families, devastated from the loss of coal mine. Same with Farmersville and other surrounding areas. So what do we do? How do we put this energy back onto the grid cleanly, effectively to appease everybody here? Because it's concerning to me. I know they're talking about a natural gas power plant. outside of Pawnee, got kind of clean. I don't know how that, I mean, seems like it's better, but to me, it's rough to watch that coal plant go downhill, to watch the families that it tore up, and it's still tearing up, and to see that go away. So my concern is that as well. Not saying I'm for or against a data center, but 4,000, we're talking about dirt, taking dirt out. I didn't see that reaction to taking 4,000 acres out of production."
h1_2025_12_03,h1_2025_12_03_t00221,public,Unknown speaker,SPEAKER_37,02:01:37.544,8,False,But that top still is still in place.
h1_2025_12_03,h1_2025_12_03_t00222,official,Unknown speaker,SPEAKER_30,02:01:40.121,6,False,"It is, but not be informed."
h1_2025_12_03,h1_2025_12_03_t00223,public,Unknown speaker,SPEAKER_37,02:01:41.682,18,False,But it's still there. And it won't be there with the data center. It's gone.
h1_2025_12_03,h1_2025_12_03_t00224,official,Unknown speaker,SPEAKER_30,02:01:47.767,5,True,"How is it gone, though?"
h1_2025_12_03,h1_2025_12_03_t00225,public,Unknown speaker,SPEAKER_37,02:01:49.068,13,False,They just dig it up. It's gone. It's a paid service.
h1_2025_12_03,h1_2025_12_03_t00226,public,Unknown speaker,SPEAKER_06,02:01:55.873,12,False,"I mean, this is a much longer conversation about agrivoltaics. It is."
h1_2025_12_03,h1_2025_12_03_t00227,official,Unknown speaker,SPEAKER_30,02:01:59.276,22,False,"I know, and I'm not trying to open up Pandora's box. I only got five minutes. Well, that's fine."
h1_2025_12_03,h1_2025_12_03_t00228,public,Unknown speaker,SPEAKER_06,02:02:03.119,152,True,"I mean, and I totally hear your point, and I think there are issues with solar siting and wind siting where in terms of taking community input, and we can go down that road too, which is a whole different public meeting. Yes, it's true that you can, you know, there are certain things you can do in agriculture with a solar array. One thing I'd say, too, that solar farm is serving, what, 100,000 households, right? So I would just encourage you to look at it that way, too. So that's 4,000, 4,100 acres, I think, but serving 100,000 households. you know, households and providing electricity generation to 100,000 households, and I think it's all mostly going up to northern Illinois. So you could look at whether that footprint is worth it or not. I think that's a different calculation than..."
h1_2025_12_03,h1_2025_12_03_t00229,official,Unknown speaker,SPEAKER_30,02:02:57.113,7,False,"It's a debate, for sure. Right."
h1_2025_12_03,h1_2025_12_03_t00230,public,Unknown speaker,SPEAKER_06,02:02:58.213,43,True,"Sure, it's a debate, but, I mean, it's a different calculation in terms of do you also want to put the entirety of that electricity generation into an AI-generated hyperscale data center? So just a little bit apples and oranges."
h1_2025_12_03,h1_2025_12_03_t00231,official,Unknown speaker,SPEAKER_30,02:03:12.309,32,False,"I'm not real great with any of this stuff, and I'm not, you know. My next question, well, you know what, I'll leave that. I'll yield to Craig."
h1_2025_12_03,h1_2025_12_03_t00232,public,Unknown speaker,SPEAKER_37,02:03:20.295,61,False,"Well, I do want to say that we have a lot of innovation on battery storage, and in Denmark they have the Iron Air battery, and it's 100-hour storage, and it gets its energy. It operates off of rusted iron, and there's plenty of it. So there's a lot of things out there that we can do."
h1_2025_12_03,h1_2025_12_03_t00233,official,Unknown speaker,SPEAKER_30,02:03:39.275,66,False,"Okay. And kind of like what Sam Canman said, you know, going up, you know, that gas power plant in Pawnee being talked about, it's 900 megawatt or maybe 1,000, whatever it is, gigawatt, whatever it is at that point. It's on 80 acres, and it's sitting in a, where it's potentially going to be in a really not great area."
h1_2025_12_03,h1_2025_12_03_t00234,public,Unknown speaker,SPEAKER_37,02:04:05.143,14,False,"Depending on carbon capture, that may become more expensive and more extensive with pipeline."
h1_2025_12_03,h1_2025_12_03_t00235,official,Unknown speaker,SPEAKER_30,02:04:12.726,19,False,"I don't think there was any carbon capture talked about within that power plant, but at the time."
h1_2025_12_03,h1_2025_12_03_t00236,official,Unknown speaker,SPEAKER_25,02:04:24.411,7,False,"Jeff, you still have one minute left."
h1_2025_12_03,h1_2025_12_03_t00237,official,Unknown speaker,SPEAKER_30,02:04:26.812,8,False,I don't think I have anything else.
h1_2025_12_03,h1_2025_12_03_t00238,official,Unknown speaker,SPEAKER_25,02:04:28.213,32,True,"Okay. In your answers, any more answers on that? Okay. Okay, then. Next county board member. Craig, right before that sheet. Annette Fulgenzi. Raise your hand up. Hi. Tap your mic. No."
h1_2025_12_03,h1_2025_12_03_t00239,official,Unknown speaker,SPEAKER_41,02:04:56.046,21,False,"You guys raised the issue of emissions, so I'm kind of curious because 336 diesel generators is quite a bit."
h1_2025_12_03,h1_2025_12_03_t00240,official,Unknown speaker,SPEAKER_41,02:05:05.313,9,True,Can I ask Chris Warren a question about that?
h1_2025_12_03,h1_2025_12_03_t00241,official,Unknown speaker,SPEAKER_25,02:05:07.935,10,False,"Not right now, but you'll have that opportunity. Okay."
h1_2025_12_03,h1_2025_12_03_t00242,official,Unknown speaker,SPEAKER_41,02:05:10.697,14,False,"Well, just so they can prepare because they may want to think about this."
h1_2025_12_03,h1_2025_12_03_t00243,official,Unknown speaker,SPEAKER_25,02:05:13.699,3,False,"You too, Craig."
h1_2025_12_03,h1_2025_12_03_t00244,official,Unknown speaker,SPEAKER_41,02:05:15.741,28,False,They may need – I'm curious if they've considered natural gas generators instead of diesel to reduce their emissions. for that so they can answer that later.
h1_2025_12_03,h1_2025_12_03_t00245,official,Unknown speaker,SPEAKER_25,02:05:30.842,10,False,"Okay. All right. Craig Hall, you had your hand raised."
h1_2025_12_03,h1_2025_12_03_t00246,official,Unknown speaker,SPEAKER_20,02:05:48.647,417,True,"I've got a nice to stand. I know we're, yeah. All right. uh castle we had our township meeting and we had good people show up from both opinions and it was probably the nicest kind of township hall meeting we've ever had a township our size to have over 60 people i wish someone would have took a photo that would have been neat um but but that same night i was driving in and i was listening to THE NEWS AS I WAS DRIVING TO IT, WHEREVER, RIGHT? AND I WAS LISTENING TO SPRINGFIELD AND SPRINGFIELD ALDERMAN, AND THIS IS GOING TO BE MORE TO OUR BOARD, AND I'VE ADDRESSED THIS BEFORE, OR IT'S CALLED SPRINGFIELD SANGMAN GROWTH ALLIANCE, BUT SANGMAN COUNTY IS PAYING FOR IT, AND SPRINGFIELD IS NOT PUTTING ANY MONEY, AND I SAW AN ALDERMAN HERE TONIGHT, AND IF YOU SHOW UP, YOU OUGHT TO PAY, BECAUSE YOU DON'T GET TO ORDER FOR THE TABLE UNLESS YOU'RE THERE TO PICK UP THE TAB. THAT'S KIND OF AN OLD FARM THING, BUT THAT'S THE WAY WE SHOULD THINK ON THIS matter and then on that night i was driving to that meeting i was listening to springfield i don't know which alderman i don't even know if he was an alderman i try not to listen listen but anyway he was bragging about how they're tearing down pillsbury well in my generation my dad's generation and uncles and great uncles they worked there that was six to eight hundred jobs and you're celebrating tearing down a business business and then the other thing i'm listening to is they're talking about the kentucky fried chickens on jefferson And on 6th Street, and they're celebrating, and that's going to be at Chipotle's. And I'm like, and that's your celebration of what you can do in Springfield. Meanwhile, we're putting this plant together, or maybe not putting this plant together, but at least we're doing something. And I put this to you and to other people that want to be on this board or other people that want to be in your position. Listen, Ann, I noticed your organizations that you belong to, the faith coalition. Listen, you had a person that was involved, Mr. Marilyn Jean. Is she still involved in your group, or is that another group I was thinking of?"
h1_2025_12_03,h1_2025_12_03_t00247,public,Unknown speaker,SPEAKER_37,02:07:54.235,22,True,"I don't think. Is she still on the board? No, is she still on the board? Okay. Well, she was my."
h1_2025_12_03,h1_2025_12_03_t00248,official,Unknown speaker,SPEAKER_20,02:08:01.957,353,False,"All right, well, when I was in grade school, my family were in grade school at St. Mary's in New Berlin, and the mayor of New Berlin is in the back room, and I'm going to call him out, Mike Kroll. We all came through Sister Marilyn Jean, and we learned our citizenship. If you stand up and you speak, that's what I'm doing tonight. But they're tearing down Pillsbury, and I think that needs to be tore down, and Sangamon County is putting most of it to it. And the coalition is doing a good job on that. I'm sorry, the growth alliance or whatever that is. The other thing is, it's kind of nice to see a group of people that doesn't have an acronym that spells something. Because most of the damn time, I think half the effort is trying to spell something instead of trying to actually solve something. So congratulations on that. And the water issue, we have talked to Apple Creek. I was at the Apple Creek meeting. Ryan McCready did a good job, and so did the high-risk people. They addressed... that's the consumption and we learned that we don't have a backup system so we're going to go talk to the burden gerard i don't know i call it the alphabet it doesn't spell anything either that's a good thing when it doesn't spell something i think we're on target target but they're trying to run a mile and a half to this project logic and if they can do that that's going to solve that problem and it goes up to the mccoup and county line And it goes, Jasmine, not Jasmine, anyway, on that road, on Leadline Road in there. But anyway, I appreciate your good work. There are many times I don't agree with you. I'm not saying I agree with you tonight, but at least you came tonight, and thank you very much. Thank you. You're welcome, ma'am."
h1_2025_12_03,h1_2025_12_03_t00249,official,Unknown speaker,SPEAKER_25,02:09:43.512,7,False,"Thank you, Craig. Yep, for now. Yes."
h1_2025_12_03,h1_2025_12_03_t00250,official,Unknown speaker,SPEAKER_20,02:09:48.235,17,False,"You have a minute left. Okay, I'll yield. I just want to see I can behave."
h1_2025_12_03,h1_2025_12_03_t00251,official,Unknown speaker,SPEAKER_25,02:09:53.807,20,False,"Okay. All right. So the next person that raised their hand. Oh, yes. You're with me. No, go ahead."
h1_2025_12_03,h1_2025_12_03_t00252,public,Unknown speaker,SPEAKER_06,02:10:01.502,361,True,"If anybody has any questions, please go ahead. All right. I think you were supposed to ask us a question, so I'm going to answer the question I think I wanted you to ask, which is I do want to talk – my specialty is water and water law, and I do want to mention this because while it might not be particularly relevant for the Cyrus 1 proposal, given that it is a closed-loop system and they're going to use less water than – a different type of data center would be that would use evaporative cooling. I heard tonight that there are five other coming down the pipe that's kind of waiting to see what happens here. And I don't know that we know what kind of water system they will use. And I want to just inform people who might not be aware that Illinois' water use law in terms of who has the right to withdraw water out of the ground or out of a river or stream is very undeveloped. We basically rely on 18th century British common law. We rely on law that was developed in a pre-industrial time for an entirely different country. And we imported that over at the time of our founding. And in Illinois, typically we've had a too-much-water problem, and our whole hydrology is get water off the field and get it to the Gulf of Mexico as fast as possible. And, you know, dealing with flooding problems. But that is changing. So if Joliet ran out of water, they had to go to Chicago, right? So I know someone who they believe the data center is snooping around somewhere outside of Kankakee. They could not get water out of their fire hydrant to put a building out this summer. Nothing to do with the data center, but the point being is, like, they're already water stressed. And so we do not have a good regulatory legal system to deal with water use shortages. That is something I am and our organization is wanting us to take on. Okay. Aside from that."
h1_2025_12_03,h1_2025_12_03_t00253,official,Unknown speaker,SPEAKER_25,02:11:54.841,6,False,Keep your thought right there. Yeah.
h1_2025_12_03,h1_2025_12_03_t00254,public,Unknown speaker,SPEAKER_06,02:11:56.442,4,False,"So, but anyway, like."
h1_2025_12_03,h1_2025_12_03_t00255,official,Unknown speaker,SPEAKER_25,02:11:57.903,24,False,"No, keep it right there because you can continue. I'm going to move into the next county board member's time. Reggie Guyton."
h1_2025_12_03,h1_2025_12_03_t00256,public,Unknown speaker,SPEAKER_22,02:12:05.313,3,False,"Yeah, no problem."
h1_2025_12_03,h1_2025_12_03_t00257,official,Unknown speaker,SPEAKER_25,02:12:05.895,7,False,"Reggie Guyton, raise your hand. District 21."
h1_2025_12_03,h1_2025_12_03_t00258,unknown,Unknown speaker,SPEAKER_16,02:12:11.820,4,False,"Oh, there you go."
h1_2025_12_03,h1_2025_12_03_t00259,official,Unknown speaker,SPEAKER_25,02:12:13.021,12,False,"Yay. Now, if he wants to finish that on your time, please."
h1_2025_12_03,h1_2025_12_03_t00260,official,Unknown speaker,SPEAKER_45,02:12:16.264,10,False,"Yeah, by all means. I would love for you to."
h1_2025_12_03,h1_2025_12_03_t00261,public,Unknown speaker,SPEAKER_06,02:12:18.265,270,True,"Well, I mean, I'm mostly done. But, you know, other states. So west of the Mississippi, very different system. You heard about Arizona, California, Colorado. They're all fighting over it. They have a totally different legal system, which you can love it or hate it, but it is well-developed because water has been a scarce resource. It has not historically been a scarce resource in Illinois. And so we just don't. have the legal tools to deal with it. And so as we are starting to see dry summers, how many droughts, how many summers of drought do we have? New data centers popping up. And I'm not here to actually pick on data centers as a water user. Actually, they are very much in line with other large-scale industrial water users. We should be thinking about how all of these fit together with the long-term viability and sustainability of our water resources. So knowing that there are other data centers coming down the pike. Some of these may not be using closed-loop systems, which do use less water. They may use more electricity. There's usually a trade-off there. But knowing that some of these may be coming down the pike, that should be in the back of our minds. Actually, Illinois just does not have the tools. Other states have developed, like Minnesota, for example, has a more well-regulated system of permitting. We do not in Illinois, so that's just something we want to think about as these new large water users are proposed and come online."
h1_2025_12_03,h1_2025_12_03_t00262,official,Unknown speaker,SPEAKER_25,02:13:39.887,9,False,"REGINA, YOU HAD A QUESTION TO START OFF HERE."
h1_2025_12_03,h1_2025_12_03_t00263,official,Unknown speaker,SPEAKER_45,02:13:42.609,237,True,"FIRST AND FOREMOST, THANK YOU, EVERYONE, FOR BEING HERE. I KNOW THAT WHEN WE TALKED, WHEN I TOURED, I AS WELL AS SOME OF THE OTHER REPRESENTATIVES TOURED AURORA'S FACILITY, ONE OF THE THINGS THAT I WAS VERY IMPASSIONED ABOUT IS GETTING IN FRONT OF THE PEOPLE AND ANSWERING THESE QUESTIONS. I THINK IT'S VERY IMPORTANT FOR THE SAKE OF TRANSPARENCY AND ALSO so we have an idea of what we can build upon and what is probably not conducive to the community as a whole keeping that in mind my concern is not necessarily just about um the building process but what happens 10 years 20 years 50 years after these centers are built we're seeing a lot of people say that the the bubble is popping and we don't really know what that is what we don't really know what that looks like um so my question is for the environmental side of things number one ARE THERE ANY STUDIES OR ANY INFORMATION THAT YOU'VE COME ACROSS ABOUT THE ENVIRONMENTAL IMPACTS TO WILDLIFE, SPECIFICALLY RURAL ANIMALS, BOVINES, PIGS, ET CETERA, ET CETERA? JUST BECAUSE I HEAR A LOT THAT THE SOUND POLLUTION, THE LIGHT POLLUTION AFFECTS THESE ANIMALS AND FARM PRODUCTION, AND I WAS WONDERING IF YOU HAD ANY DATA THAT WOULD HELP clear that up for people who aren't in the rural communities? Does that make sense?"
h1_2025_12_03,h1_2025_12_03_t00264,public,Unknown speaker,SPEAKER_37,02:15:07.555,51,True,"Well, we do know that the light pollution would affect crops, certain crops, and interrupt their cicada... Is that how you say it? Circadian rhythm, yes. So that's important, you know. And I mean, fireflies aren't essential to our existence, but they would be impacted. I don't know."
h1_2025_12_03,h1_2025_12_03_t00265,public,Unknown speaker,SPEAKER_06,02:15:31.452,194,True,"I mean... Yeah, again, I don't know, direct impacts from these buildings and these facilities. Some of them have been laid out, diesel generators, particulate, you know, the construction, long-term, I don't know. I would think more about the very large-scale energy use and the large-scale water use, right? I think those are, right, you start drawing water out of streams and you get low flow and, you know, what does that mean for fish and wildlife habitat? We're seeing... rollbacks at the federal level of the Clean Water Act for both 404 and 401 permitting so both filling of wetlands and also just discharge of pollutants and so again here in Illinois we don't The federal law was the law we relied on. So as the Clean Water Act gets kind of scaled back by both the Supreme Court and the EPA, there are fewer tools at the state level to deal with some of that. And so that's something I'm thinking about, too. And that's, again, not data center specific, but just in terms of construction projects and discharges to waterways. Sure."
h1_2025_12_03,h1_2025_12_03_t00266,official,Unknown speaker,SPEAKER_45,02:16:38.759,37,False,"So the other thing about this, and I'm going to try and articulate this as best as I can. I know I have a propensity to ramble, too. About 40 seconds, Rand. 40 seconds. Okay. So."
h1_2025_12_03,h1_2025_12_03_t00267,official,Unknown speaker,SPEAKER_25,02:16:51.447,10,False,You'll still have time to talk with them again.
h1_2025_12_03,h1_2025_12_03_t00268,official,Unknown speaker,SPEAKER_45,02:16:53.488,57,False,"Sure. So with the runoff or the water usage that we're seeing and the amount of droughts, we can expect that that probably will grow if over time, considering we'll be putting in pavement and all of these other things. AND YOU MENTIONED EARLIER, ANN, THAT THE TOP SOIL IS SOMETHING THAT WE WOULD LOSE."
h1_2025_12_03,h1_2025_12_03_t00269,official,Unknown speaker,SPEAKER_45,02:17:17.372,55,False,"I JUST WANT US TO BE CONSCIOUS OF WHAT THE LONG-TERM EFFECTS COULD BE WHEN WE'RE TALKING ABOUT PUTTING THESE SYSTEMS IN AND WHAT ELSE COULD HAPPEN. I'M STRUGGLING TO ARTICULATE MY QUESTION IN A WAY THAT WOULD BE REAL AND EASILY VERIFIABLE, SO I GUESS I'LL JUST HEAL THE TIME."
h1_2025_12_03,h1_2025_12_03_t00270,public,Unknown speaker,SPEAKER_06,02:17:37.322,127,True,"I mean, I think, you know, I'm not a data center engineer, but I would ask them, too. I mean, right, presumably this stuff is valuable if it's decommissioned, it all gets recycled, they take it, whatever, but what if the bubble does pop? I mean, you know, Michael Burry of the big short fame is, you know, shorting NVIDIA, you know, and Palantir, right? Like... there's a lot of economic indicators that show that we are way over our skis on some of this stuff. So, you know, that would be a question I would ask them. Like, okay, well, what happens if, you know, the funding dries up? You know, what's in this building? What's going to happen to it?"
h1_2025_12_03,h1_2025_12_03_t00272,public,Unknown speaker,SPEAKER_06,02:18:17.208,1,False,Okay.
h1_2025_12_03,h1_2025_12_03_t00273,official,Unknown speaker,SPEAKER_25,02:18:17.849,29,True,"What I did there was your time ended, but we still had a – we got about 40 seconds left on their 30-minute period here for the board members."
h1_2025_12_03,h1_2025_12_03_t00274,unknown,Unknown speaker,UNKNOWN,02:18:26.435,1,False,Okay.
h1_2025_12_03,h1_2025_12_03_t00275,official,Unknown speaker,SPEAKER_25,02:18:26.891,142,False,"I appreciate you guys working with me on this structure. I'm trying to make sure everybody gets things said and heard. So hopefully you can see that. So with that being period done, we're going to move to the next period. Now remember, Red, what I was getting at, in the end, if you need something clarified, what you were just saying, you can get that clarified right at the end there with them. Yes, sir. And so at 745, well... Hey, we're doing pretty good. We're within five minutes, you guys. So we're going to do the county presentations from our professionals, and I do not have a list of who's coming up here from the county professionals. Oh, they're here already. So please identify yourselves and what you're going to talk about."
h1_2025_12_03,h1_2025_12_03_t00276,staff,Unknown speaker,SPEAKER_46,02:19:17.665,1,False,Perfect.
h1_2025_12_03,h1_2025_12_03_t00277,staff,Unknown speaker,SPEAKER_46,02:19:21.536,141,False,"Thank you, Mr. Chairman. Good evening, County Board. Good to see everybody this evening. My name is Byron Diener, and I'm the Sangamon County Supervisor of Assessments. I am here. I've been working on some of the evaluation questions about the project over the last eight weeks, and I've developed a series of five slides just to give you guys some data points to help you with your decision-making process this evening. The first slide I've got Just to give you a rough data point about the number of – there are 453,036 acres of total farmland in beautiful Sangamon County. This project is going to use approximately 270 acres of that, which will be six one-hundredths of one percent of the total available farm ground in Sangamon County. Go to the next slide, please."
h1_2025_12_03,h1_2025_12_03_t00278,staff,Unknown speaker,SPEAKER_46,02:20:18.741,112,True,"This is a construction cost summary that we've done for the project. Been working on crunching these numbers for about the last eight weeks. Have had numerous Zoom calls with the OSIRIS-1 team. They've been extremely helpful. Total development cost estimate for the project is approximately $500 million. The anticipated fair market value estimate post-construction of what we believe the EI project to be worth will be in the neighborhood of $212,500,000. That's once the project is completely built out after the sixth year. Using that fair market value estimate, we've been able to develop some property tax revenue ideas. Oh, I'm sorry?"
h1_2025_12_03,h1_2025_12_03_t00279,staff,Unknown speaker,SPEAKER_15,02:21:06.400,1,False,Yeah.
h1_2025_12_03,h1_2025_12_03_t00280,official,Unknown speaker,SPEAKER_25,02:21:08.397,3,False,"Go ahead, Myron."
h1_2025_12_03,h1_2025_12_03_t00281,staff,Unknown speaker,SPEAKER_46,02:21:09.237,22,False,"I'll go to the next slide, please. Thank you. We developed a property tax estimate based on a 20-year example."
h1_2025_12_03,h1_2025_12_03_t00282,staff,Unknown speaker,SPEAKER_46,02:21:19.861,20,False,"Utilizing the $212,500,000 valuation, the project would generate approximately $98,524,871 over the 20-year example period."
h1_2025_12_03,h1_2025_12_03_t00283,staff,Unknown speaker,SPEAKER_46,02:21:34.898,117,False,"I'VE ALSO BROKEN IT DOWN BY THE DIFFERENT TAX DISTRICTS BY YEAR, TAKING INTO ACCOUNT THE CURRENT DEVELOPER'S PROJECTED DEVELOPMENT PATH OF BRINGING ONE BUILDING ONLINE PER YEAR FOR THE NEXT SIX YEARS. TO HELP ILLUSTRATE THAT POINT A LITTLE BIT MORE, BECAUSE IT'S A BUNCH OF NUMBERS, I RECEIVED SOME HELP FROM JEFF WILHEIT, Next slide, please, to do a pie chart. The 20-year example for the property tax projection, you can see that the bulk of the revenue will be going to the North Mac School District. 20-year projection in the example is $65,653,422.59, down to the Burton Fire Protection District over the 20-year example period."
h1_2025_12_03,h1_2025_12_03_t00284,staff,Unknown speaker,SPEAKER_46,02:22:34.085,241,False,"of $3,949,280.80. Also, one of the positive things about expanding the EAV, the county's overall EAV, also the project this size, is it actually, if you're able to grow the county's EAV at a rate that is faster than inflation and faster than each of those individual taxing bodies on levy growth, you're actually able to reduce the tax levy itself. To help illustrate that, I did one graph to try to illustrate that inverse relationship. I picked out a taxing body that the County Board's been working on here over the last six months with the Verdon Fire Protection Ambulance special service area. As you can see, the impact, the dark blue line up top is the projected levy for that Amelie special service area over the next six, seven years. And as you can see, the impact of the overall off-levy dropping because of the increase in the county's EAV that it actually drops that tax levy over that same six-year period. So I just wanted to throw out those six data points for you guys as we're going through. I know you are digesting lots of fun information tonight, but I wanted to put that on your plate to help with your decision-making process. And I wanted to thank you all for taking the time to go through this whole exercise with us. Thank you."
h1_2025_12_03,h1_2025_12_03_t00285,official,Unknown speaker,SPEAKER_25,02:24:36.602,1,False,OKAY.
h1_2025_12_03,h1_2025_12_03_t00286,official,Unknown speaker,SPEAKER_25,02:24:40.305,33,True,"AND THE BOARD MEMBERS, WE'LL HAVE THE QUESTIONS OF ALL THESE PROFESSIONALS AGAIN AFTER THIS IS ALL DONE, AFTER THE 30-MINUTE TIME PERIOD. YOU'LL HAVE YOUR SET AGENDA AGAIN, OKAY?"
