segment_id_original,start_seconds,end_seconds,speaker_cluster,raw_text,hearing_id,date,title,input_path,input_format,segment_index,segment_id,n_words,duration_seconds,start_timestamp,end_timestamp
770,3928.344,3958.034,SPEAKER_22,it's kilowatts so in this case it's megawatts so 636 is its instantaneous rating and so then so think of that the way it's metered yeah they're average per hour if you want to call that in a monthly time it's kill it's megawatt hours that you get build on so you get build on how you use energy right now then how use over time okay so the best way to think of it is at any given time it could produce a maximum 636 that's its instantaneous ability 636 megawatts per hour yeah,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,770,h1_2025_12_03_s00770,102,29.690000000000055,01:05:28.344,01:05:58.034
771,3961.281,3961.861,SPEAKER_34,I understand.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,771,h1_2025_12_03_s00771,2,0.5799999999999272,01:06:01.281,01:06:01.861
772,3962.322,3962.742,SPEAKER_34,Thank you.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,772,h1_2025_12_03_s00772,2,0.42000000000007276,01:06:02.322,01:06:02.742
773,3964.043,3969.428,SPEAKER_34,"Could you also explain again, because I still have trouble understanding the MISO study.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,773,h1_2025_12_03_s00773,14,5.3849999999997635,01:06:04.043,01:06:09.428
774,3970.429,3972.391,SPEAKER_34,I know this was broken out into two phases.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,774,h1_2025_12_03_s00774,9,1.961999999999989,01:06:10.429,01:06:12.391
775,3972.531,3973.572,SPEAKER_34,One was done already.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,775,h1_2025_12_03_s00775,4,1.0410000000001673,01:06:12.531,01:06:13.572
776,3974.193,3976.976,SPEAKER_34,"MISO said, yeah, we can supply this energy.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,776,h1_2025_12_03_s00776,8,2.7829999999999018,01:06:14.193,01:06:16.976
777,3977.656,3979.438,SPEAKER_34,Talk more about that second phase.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,777,h1_2025_12_03_s00777,6,1.7820000000001528,01:06:17.656,01:06:19.438
778,3979.982,3981.003,SPEAKER_34,Is that done yet?,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,778,h1_2025_12_03_s00778,4,1.0210000000001855,01:06:19.982,01:06:21.003
779,3981.443,3984.225,SPEAKER_34,What happens if they say they can't supply that?,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,779,h1_2025_12_03_s00779,10,2.781999999999698,01:06:21.443,01:06:24.225
780,3984.285,3987.306,SPEAKER_34,Talk more about that second phase and what happens if they can't supply.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,780,h1_2025_12_03_s00780,14,3.0210000000001855,01:06:24.285,01:06:27.306
781,3987.727,3988.287,SPEAKER_22,Great.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,781,h1_2025_12_03_s00781,1,0.5599999999999454,01:06:27.727,01:06:28.287
782,3988.727,3989.308,SPEAKER_22,Excellent point.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,782,h1_2025_12_03_s00782,2,0.581000000000131,01:06:28.727,01:06:29.308
783,3989.608,3996.332,SPEAKER_22,"And as of the last county board meeting when I spoke, I hadn't received an appropriation, but we have now.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,783,h1_2025_12_03_s00783,21,6.723999999999705,01:06:29.608,01:06:36.332
784,3996.952,3999.674,SPEAKER_22,The second phase has officially been approved on MISO as well.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,784,h1_2025_12_03_s00784,11,2.7219999999997526,01:06:36.952,01:06:39.674
785,3999.714,4003.436,SPEAKER_22,So the entire 636 has been approved at the MISO footprint.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,785,h1_2025_12_03_s00785,11,3.7220000000002074,01:06:39.714,01:06:43.436
786,4004.456,4005.957,SPEAKER_22,And Ameren had already approved them.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,786,h1_2025_12_03_s00786,6,1.500999999999749,01:06:44.456,01:06:45.957
787,4006.458,4008.679,SPEAKER_22,And how that worked is Ameren had to approve,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,787,h1_2025_12_03_s00787,9,2.2210000000000036,01:06:46.458,01:06:48.679
788,4009.709,4014.39,SPEAKER_22,"THEN FULLY VET IT BEFORE THEY EVER, THEY ACTUALLY PASS THE APPLICATION ON TO MISO.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,788,h1_2025_12_03_s00788,15,4.68100000000004,01:06:49.709,01:06:54.390
789,4014.951,4016.651,SPEAKER_22,AND SO THEN MISO DOES ITS OWN WORK.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,789,h1_2025_12_03_s00789,8,1.699999999999818,01:06:54.951,01:06:56.651
790,4016.671,4023.573,SPEAKER_22,"BUT YEAH, AS OF ABOUT TWO WEEKS AGO, OR A WEEK AGO, MISO COMMITTED TO APPROVING THE SECOND PHASE.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,790,h1_2025_12_03_s00790,19,6.902000000000044,01:06:56.671,01:07:03.573
791,4023.713,4024.434,SPEAKER_34,OKAY.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,791,h1_2025_12_03_s00791,1,0.7210000000000036,01:07:03.713,01:07:04.434
792,4024.914,4029.055,SPEAKER_34,"I'M GOING THROUGH MY NOTES OF WHAT, I'VE GOT SOME MORE QUESTIONS I THINK ABOUT.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,792,h1_2025_12_03_s00792,17,4.140999999999622,01:07:04.914,01:07:09.055
793,4032.476,4035.357,SPEAKER_34,"WELL, I MEAN, I'LL JUST HIT UPON WHAT I'VE RECEIVED SO FAR.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,793,h1_2025_12_03_s00793,14,2.880999999999858,01:07:12.476,01:07:15.357
794,4035.757,4038.438,SPEAKER_34,"YOU KNOW, MY DISTRICT AND DISTRICT 12, IT'S",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,794,h1_2025_12_03_s00794,9,2.68100000000004,01:07:15.757,01:07:18.438
795,4039.262,4046.406,SPEAKER_34,"I mean, I'm an environmentalist, and so is most of my district, and I shared with you guys earlier today my concerns about mainly energy consumption.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,795,h1_2025_12_03_s00795,27,7.143999999999778,01:07:19.262,01:07:26.406
796,4047.126,4052.629,SPEAKER_34,"You know, I think you guys have done a fairly good job of explaining the water usage, the closed-loop system.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,796,h1_2025_12_03_s00796,21,5.502999999999702,01:07:27.126,01:07:32.629
797,4053.67,4056.872,SPEAKER_34,I know I don't have any more questions upon that so much.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,797,h1_2025_12_03_s00797,13,3.201999999999771,01:07:33.670,01:07:36.872
798,4056.912,4063.796,SPEAKER_34,I know others might still have questions about water and what chemicals are in the water and how that might be impacting,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,798,h1_2025_12_03_s00798,22,6.8840000000000146,01:07:36.912,01:07:43.796
799,4066.057,4086.19,SPEAKER_34,"folks around where this is Cyrus one Center but I guess it's to me it's hard to fathom double black with 800 megawatts and I'm and I'm picturing this in my head of 800 megawatts 4,000 acres I mean it's massive spread and then I picture 280 acres",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,799,h1_2025_12_03_s00799,54,20.133000000000266,01:07:46.057,01:08:06.190
800,4088.121,4111.168,SPEAKER_34,pulling 600 or you know plus I mean it's just it's almost like to me it nullifies double black time in a way that's how I'm picturing it it's like that's being removed from the grid and you're pulling that from the grid and but I what that troubles me you know as a you know someone that's got solar panels on their home I want to see you put energy onto the grid that wasn't there before,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,800,h1_2025_12_03_s00800,87,23.04699999999957,01:08:08.121,01:08:31.168
801,4113.0,4122.963,SPEAKER_34,"So, I mean, it did please me to see that you're talking about climate neutral plans for 2030 that, you know, I hope to see more of that if the project is approved.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,801,h1_2025_12_03_s00801,34,9.962999999999738,01:08:33.000,01:08:42.963
802,4124.103,4128.764,SPEAKER_34,"I was pleased to see biodiversity, plants, habitat, pollinator gardens.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,802,h1_2025_12_03_s00802,10,4.661000000000058,01:08:44.103,01:08:48.764
803,4129.324,4131.065,SPEAKER_34,"None of that stuff is there now, right?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,803,h1_2025_12_03_s00803,8,1.7409999999999854,01:08:49.324,01:08:51.065
804,4131.125,4132.005,SPEAKER_34,"I mean, so I think that",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,804,h1_2025_12_03_s00804,6,0.8800000000001091,01:08:51.125,01:08:52.005
805,4132.623,4135.684,SPEAKER_34,That is a net plus in the pro column.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,805,h1_2025_12_03_s00805,9,3.061000000000604,01:08:52.623,01:08:55.684
806,4137.705,4142.007,SPEAKER_25,"Mark, out of respect, I want to let you know that one minute includes his answers.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,806,h1_2025_12_03_s00806,16,4.30199999999968,01:08:57.705,01:09:02.007
807,4142.147,4142.547,SPEAKER_25,One minute.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,807,h1_2025_12_03_s00807,2,0.3999999999996362,01:09:02.147,01:09:02.547
808,4142.647,4143.287,SPEAKER_34,I got one minute left.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,808,h1_2025_12_03_s00808,5,0.6400000000003274,01:09:02.647,01:09:03.287
809,4143.487,4143.768,SPEAKER_34,Okay.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,809,h1_2025_12_03_s00809,1,0.28099999999994907,01:09:03.487,01:09:03.768
810,4144.088,4145.528,SPEAKER_25,"Well, including his answers.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,810,h1_2025_12_03_s00810,4,1.4400000000005093,01:09:04.088,01:09:05.528
811,4145.608,4146.869,SPEAKER_34,Okay.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,811,h1_2025_12_03_s00811,1,1.2609999999995125,01:09:05.608,01:09:06.869
812,4147.369,4154.412,SPEAKER_34,"And I think, do you guys have any plans to put solar in this current development to offset your usage?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,812,h1_2025_12_03_s00812,20,7.043000000000575,01:09:07.369,01:09:14.412
813,4154.632,4156.453,SPEAKER_14,It's not on our specific plan currently.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,813,h1_2025_12_03_s00813,8,1.8210000000008222,01:09:14.632,01:09:16.453
814,4156.753,4157.033,SPEAKER_34,Okay.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,814,h1_2025_12_03_s00814,1,0.28000000000065484,01:09:16.753,01:09:17.033
815,4161.783,4164.926,SPEAKER_34,"I have another bite at the apple, is that right, at some point later tonight?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,815,h1_2025_12_03_s00815,15,3.143000000000029,01:09:21.783,01:09:24.926
816,4164.986,4166.807,SPEAKER_34,Is that the rules?,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,816,h1_2025_12_03_s00816,4,1.8209999999999127,01:09:24.986,01:09:26.807
817,4167.608,4169.189,SPEAKER_25,Let me stop the time real quick.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,817,h1_2025_12_03_s00817,7,1.581000000000131,01:09:27.608,01:09:29.189
818,4169.529,4170.35,SPEAKER_25,"Yes, sir.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,818,h1_2025_12_03_s00818,2,0.8209999999999127,01:09:29.529,01:09:30.350
819,4170.75,4183.601,SPEAKER_25,"Even at the very end, when we're done, after the public and everything, if you've seen on the, you have another four total clarifying questions to ask any of the staff, the professionals, whatever you want to ask.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,819,h1_2025_12_03_s00819,40,12.850999999999658,01:09:30.750,01:09:43.601
820,4183.861,4185.342,SPEAKER_34,"I might have more, but thank you so much.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,820,h1_2025_12_03_s00820,9,1.4809999999997672,01:09:43.861,01:09:45.342
821,4185.582,4186.403,SPEAKER_25,"Okay, thank you.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,821,h1_2025_12_03_s00821,3,0.8209999999999127,01:09:45.582,01:09:46.403
822,4187.564,4188.725,SPEAKER_25,"Tim Crell, you're next, sir.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,822,h1_2025_12_03_s00822,6,1.1610000000000582,01:09:47.564,01:09:48.725
823,4190.018,4190.778,SPEAKER_43,"Yeah, it's a good evening.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,823,h1_2025_12_03_s00823,6,0.7600000000002183,01:09:50.018,01:09:50.778
824,4190.798,4192.659,SPEAKER_43,Thank you for your presentation.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,824,h1_2025_12_03_s00824,5,1.8609999999998763,01:09:50.798,01:09:52.659
825,4193.439,4198.44,SPEAKER_43,My question is about who's going to be using this data center.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,825,h1_2025_12_03_s00825,13,5.000999999999294,01:09:53.439,01:09:58.440
826,4198.46,4200.681,SPEAKER_43,You said all your customers are going to be in there.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,826,h1_2025_12_03_s00826,11,2.220999999999549,01:09:58.460,01:10:00.681
827,4200.901,4207.562,SPEAKER_43,"Who's some of your, you can't name them all, but who would be some of the top ones that we're talking about?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,827,h1_2025_12_03_s00827,25,6.661000000000058,01:10:00.901,01:10:07.562
828,4207.742,4215.104,SPEAKER_14,"Yeah, we can't name clients, but it's the world's largest technology companies, financial institutions.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,828,h1_2025_12_03_s00828,17,7.36200000000008,01:10:07.742,01:10:15.104
829,4215.744,4217.985,SPEAKER_14,"In some cases, it could be gaming platforms.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,829,h1_2025_12_03_s00829,8,2.2409999999999854,01:10:15.744,01:10:17.985
830,4219.285,4223.286,SPEAKER_14,"Anybody that needs server space, and it doesn't have to be one tenant on this space.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,830,h1_2025_12_03_s00830,17,4.001000000000204,01:10:19.285,01:10:23.286
831,4223.306,4226.907,SPEAKER_14,"It could be one tenant takes two buildings, another takes two, another takes the other three.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,831,h1_2025_12_03_s00831,16,3.6010000000005675,01:10:23.306,01:10:26.907
832,4226.987,4230.168,SPEAKER_14,"So we don't have any lease assigned for this yet, obviously.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,832,h1_2025_12_03_s00832,12,3.1809999999995853,01:10:26.987,01:10:30.168
833,4230.248,4234.869,SPEAKER_43,Would a lot of our medical facilities and providers be part of this?,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,833,h1_2025_12_03_s00833,13,4.621000000000095,01:10:30.248,01:10:34.869
834,4235.169,4240.39,SPEAKER_14,I would imagine your medical facilities are hosted by somebody who is a tenant of ours.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,834,h1_2025_12_03_s00834,16,5.221000000000458,01:10:35.169,01:10:40.390
835,4240.61,4246.511,SPEAKER_43,Having two big major hospitals in the county and all of our medical facilities,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,835,h1_2025_12_03_s00835,14,5.901000000000749,01:10:40.610,01:10:46.511
836,4247.523,4253.128,SPEAKER_43,"I imagine they consume a lot of power also, wouldn't they, a day?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,836,h1_2025_12_03_s00836,14,5.604999999999563,01:10:47.523,01:10:53.128
837,4253.908,4254.368,SPEAKER_43,Absolutely.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,837,h1_2025_12_03_s00837,1,0.4600000000000364,01:10:53.908,01:10:54.368
838,4254.789,4255.249,SPEAKER_43,All right.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,838,h1_2025_12_03_s00838,2,0.4600000000000364,01:10:54.789,01:10:55.249
839,4258.312,4259.092,SPEAKER_25,"Anything else, Tim?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,839,h1_2025_12_03_s00839,3,0.7799999999997453,01:10:58.312,01:10:59.092
840,4259.593,4259.733,SPEAKER_25,No.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,840,h1_2025_12_03_s00840,1,0.14000000000032742,01:10:59.593,01:10:59.733
841,4260.073,4262.355,SPEAKER_25,Okay.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,841,h1_2025_12_03_s00841,1,2.2819999999992433,01:11:00.073,01:11:02.355
842,4263.155,4263.676,SPEAKER_25,Okay.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,842,h1_2025_12_03_s00842,1,0.5210000000006403,01:11:03.155,01:11:03.676
