hearing_id,turn_id,date,title,speaker_cluster,start_seconds,end_seconds,n_segments,raw_text,source_segment_ids,input_path,n_words,duration_seconds,start_timestamp,end_timestamp,procedural_auto,speaker_name,speaker_role,organization
h1_2025_12_03,h1_2025_12_03_t00276,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_46,8357.665,8358.065,1,Perfect.,h1_2025_12_03_s01611,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,1,0.3999999999996362,02:19:17.665,02:19:18.065,False,,staff,Sangamon County Supervisor of Assessments
h1_2025_12_03,h1_2025_12_03_t00277,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_46,8361.536,8415.18,10,"Thank you, Mr. Chairman. Good evening, County Board. Good to see everybody this evening. My name is Byron Diener, and I'm the Sangamon County Supervisor of Assessments. I am here. I've been working on some of the evaluation questions about the project over the last eight weeks, and I've developed a series of five slides just to give you guys some data points to help you with your decision-making process this evening. The first slide I've got Just to give you a rough data point about the number of – there are 453,036 acres of total farmland in beautiful Sangamon County. This project is going to use approximately 270 acres of that, which will be six one-hundredths of one percent of the total available farm ground in Sangamon County. Go to the next slide, please.",h1_2025_12_03_s01612|h1_2025_12_03_s01613|h1_2025_12_03_s01614|h1_2025_12_03_s01615|h1_2025_12_03_s01616|h1_2025_12_03_s01617|h1_2025_12_03_s01618|h1_2025_12_03_s01619|h1_2025_12_03_s01620|h1_2025_12_03_s01621,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,141,53.64400000000023,02:19:21.536,02:20:15.180,False,,staff,Sangamon County Supervisor of Assessments
h1_2025_12_03,h1_2025_12_03_t00278,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_46,8418.741,8466.38,9,"This is a construction cost summary that we've done for the project. Been working on crunching these numbers for about the last eight weeks. Have had numerous Zoom calls with the OSIRIS-1 team. They've been extremely helpful. Total development cost estimate for the project is approximately $500 million. The anticipated fair market value estimate post-construction of what we believe the EI project to be worth will be in the neighborhood of $212,500,000. That's once the project is completely built out after the sixth year. Using that fair market value estimate, we've been able to develop some property tax revenue ideas. Oh, I'm sorry?",h1_2025_12_03_s01622|h1_2025_12_03_s01623|h1_2025_12_03_s01624|h1_2025_12_03_s01625|h1_2025_12_03_s01626|h1_2025_12_03_s01627|h1_2025_12_03_s01628|h1_2025_12_03_s01629|h1_2025_12_03_s01630,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,112,47.638999999999214,02:20:18.741,02:21:06.380,False,,staff,Sangamon County Supervisor of Assessments
h1_2025_12_03,h1_2025_12_03_t00279,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_15,8466.4,8466.62,1,Yeah.,h1_2025_12_03_s01631,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,1,0.22000000000116415,02:21:06.400,02:21:06.620,False,,staff,Sangamon County State's Attorney's Office
h1_2025_12_03,h1_2025_12_03_t00280,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,8468.397,8468.877,1,"Go ahead, Myron.",h1_2025_12_03_s01632,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,3,0.47999999999956344,02:21:08.397,02:21:08.877,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00281,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_46,8469.237,8476.72,3,"I'll go to the next slide, please. Thank you. We developed a property tax estimate based on a 20-year example.",h1_2025_12_03_s01633|h1_2025_12_03_s01634|h1_2025_12_03_s01635,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,22,7.483000000000175,02:21:09.237,02:21:16.720,False,,staff,Sangamon County Supervisor of Assessments
h1_2025_12_03,h1_2025_12_03_t00282,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_46,8479.861,8485.202,1,"Utilizing the $212,500,000 valuation, the project would generate approximately $98,524,871 over the 20-year example period.",h1_2025_12_03_s01636,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,20,5.34099999999853,02:21:19.861,02:21:25.202,False,,staff,Sangamon County Supervisor of Assessments
h1_2025_12_03,h1_2025_12_03_t00283,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_46,8494.898,8546.597,5,"I'VE ALSO BROKEN IT DOWN BY THE DIFFERENT TAX DISTRICTS BY YEAR, TAKING INTO ACCOUNT THE CURRENT DEVELOPER'S PROJECTED DEVELOPMENT PATH OF BRINGING ONE BUILDING ONLINE PER YEAR FOR THE NEXT SIX YEARS. TO HELP ILLUSTRATE THAT POINT A LITTLE BIT MORE, BECAUSE IT'S A BUNCH OF NUMBERS, I RECEIVED SOME HELP FROM JEFF WILHEIT, Next slide, please, to do a pie chart. The 20-year example for the property tax projection, you can see that the bulk of the revenue will be going to the North Mac School District. 20-year projection in the example is $65,653,422.59, down to the Burton Fire Protection District over the 20-year example period.",h1_2025_12_03_s01637|h1_2025_12_03_s01638|h1_2025_12_03_s01639|h1_2025_12_03_s01640|h1_2025_12_03_s01641,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,117,51.699000000000524,02:21:34.898,02:22:26.597,False,,staff,Sangamon County Supervisor of Assessments
h1_2025_12_03,h1_2025_12_03_t00284,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_46,8554.085,8669.525,12,"of $3,949,280.80. Also, one of the positive things about expanding the EAV, the county's overall EAV, also the project this size, is it actually, if you're able to grow the county's EAV at a rate that is faster than inflation and faster than each of those individual taxing bodies on levy growth, you're actually able to reduce the tax levy itself. To help illustrate that, I did one graph to try to illustrate that inverse relationship. I picked out a taxing body that the County Board's been working on here over the last six months with the Verdon Fire Protection Ambulance special service area. As you can see, the impact, the dark blue line up top is the projected levy for that Amelie special service area over the next six, seven years. And as you can see, the impact of the overall off-levy dropping because of the increase in the county's EAV that it actually drops that tax levy over that same six-year period. So I just wanted to throw out those six data points for you guys as we're going through. I know you are digesting lots of fun information tonight, but I wanted to put that on your plate to help with your decision-making process. And I wanted to thank you all for taking the time to go through this whole exercise with us. Thank you.",h1_2025_12_03_s01642|h1_2025_12_03_s01643|h1_2025_12_03_s01644|h1_2025_12_03_s01645|h1_2025_12_03_s01646|h1_2025_12_03_s01647|h1_2025_12_03_s01648|h1_2025_12_03_s01649|h1_2025_12_03_s01650|h1_2025_12_03_s01651|h1_2025_12_03_s01652|h1_2025_12_03_s01653,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,241,115.44000000000051,02:22:34.085,02:24:29.525,False,,staff,Sangamon County Supervisor of Assessments
h1_2025_12_03,h1_2025_12_03_t00285,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,8676.602,8676.982,1,OKAY.,h1_2025_12_03_s01654,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,1,0.37999999999919964,02:24:36.602,02:24:36.982,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00286,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,8680.305,8689.372,2,"AND THE BOARD MEMBERS, WE'LL HAVE THE QUESTIONS OF ALL THESE PROFESSIONALS AGAIN AFTER THIS IS ALL DONE, AFTER THE 30-MINUTE TIME PERIOD. YOU'LL HAVE YOUR SET AGENDA AGAIN, OKAY?",h1_2025_12_03_s01655|h1_2025_12_03_s01656,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,33,9.066999999999098,02:24:40.305,02:24:49.372,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00287,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_15,8692.095,8902.678,25,"I'M JOEL BENOIT. I'M THE CIVIL DIVISION CHIEF AT THE STATE'S ATTORNEY'S OFFICE. THE TWO ISSUES I WILL BRIEFLY ADDRESS ARE, ONE, financial assurance for decommissioning as a condition of zoning approval for data storage centers, and secondly, whether enacting a moratorium on data storage centers has any legal effect. Each board member has been provided with a memo from Attorney Anthony Licata of TAF Law. TAF Law, with 1,100 attorneys working throughout the country, is nationally recognized. for its expertise in land use and zoning matters. And Mr. Licata of its Chicago office has over 35 years' experience with these matters. The State's Attorney's Office asked Mr. Licata to provide insight as to whether nationally financial assurance is required for such projects and also issues the Board should consider when deciding whether to enact a financial assurance requirement for these type of projects. Now, each board member has been given that report and should carefully consider the TAP memo as a whole. But the main takeaway from the memo is that no other governmental bodies require financial assurance for these types of projects. And were Sangamon County to require such financial assurance, it would incentivize developers to construct their projects in other jurisdictions, thereby depriving Sangamon County of the benefits OF THIS PROPOSED PROJECT. AS TO THE MORATORIUM ISSUE, I'M KIND OF REPEATING MYSELF, AND SOME OF YOU MAY HAVE HEARD THIS BEFORE AT THE COUNTY BOARD MEETING, BUT I'VE BEEN ASKED TO SHARE MY OPINION ON THE LEGAL EFFECT OF THE COUNTY ENACTING A MORATORIUM PROVIDING THAT NO REQUEST FOR DATA STORAGE CENTER ZONING APPROVALS WOULD BE CONSIDERED UNTIL THE COUNTY ENACTS NEW RULES GOVERNING THE ZONING OF SUCH PROJECTS. such a moratorium would have no legal effect. Everyone would be entitled to continue to rely on the existing zoning rules. Now it's true that no one has the right to the continuation of existing zoning laws. However, rights under existing zoning laws vest when a person reasonably believes they will be allowed to develop property under existing law and this REASONABLE BELIEF RISES BECAUSE NO OFFICIAL ACTION HAS TAKEN PLACE TO CHANGE THE EXISTING LAW. AND SECONDLY, THEY HAVE SUBSTANTIALLY CHANGED THEIR POSITION. AN EXAMPLE OF THAT IS INCURRING SUBSTANTIAL EXPENSES BASED ON THIS REASONABLE BELIEF. SO THE ONLY WAY THE COUNTY CAN PREVENT PEOPLE FROM ALIGNING ON EXISTING ZONING RULES IS TO FORMALLY START THE PROCESS OF CHANGING THE EXISTING LAW. Amending the county zoning ordinance requires a text amendment pursuant to Illinois statute. This involves introducing proposed amendments before the zoning committee, which if approved, they next go before the zoning board of appeals, and then finally they're considered by the county board. So for purposes of ending reasonable reliance on an existing zoning rule,",h1_2025_12_03_s01657|h1_2025_12_03_s01658|h1_2025_12_03_s01659|h1_2025_12_03_s01660|h1_2025_12_03_s01661|h1_2025_12_03_s01662|h1_2025_12_03_s01663|h1_2025_12_03_s01664|h1_2025_12_03_s01665|h1_2025_12_03_s01666|h1_2025_12_03_s01667|h1_2025_12_03_s01668|h1_2025_12_03_s01669|h1_2025_12_03_s01670|h1_2025_12_03_s01671|h1_2025_12_03_s01672|h1_2025_12_03_s01673|h1_2025_12_03_s01674|h1_2025_12_03_s01675|h1_2025_12_03_s01676|h1_2025_12_03_s01677|h1_2025_12_03_s01678|h1_2025_12_03_s01679|h1_2025_12_03_s01680|h1_2025_12_03_s01681,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,471,210.58300000000054,02:24:52.095,02:28:22.678,False,,staff,Sangamon County State's Attorney's Office
h1_2025_12_03,h1_2025_12_03_t00288,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_15,8905.72,8953.572,5,"the time would it be reasonable to rely on existing zoning rules would occur at the time the proposed amendment to that rule was presented to the committee. So before the formal process starts to change a rule, people can rely on the old rule. So in my opinion, while passing a resolution called a moratorium may send a signal to potential developers that the county is opposed to granting zoning approval for data storage centers under its existing zoning law, SUCH A RESOLUTION HAS NO LEGAL EFFECT. AGAIN, IF BOARD MEMBERS WANT TO ACHIEVE THE EFFECT OF A MORATORIUM, THEY SHOULD SPONSOR A RESOLUTION WITH THE BROAD CHANGES THEY DESIRE TO THE COUNTY CODE PROVISIONS PRESENTLY GOVERNING THE ZONING OF DATA STORAGE CENTERS.",h1_2025_12_03_s01682|h1_2025_12_03_s01683|h1_2025_12_03_s01684|h1_2025_12_03_s01685|h1_2025_12_03_s01686,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,124,47.85200000000077,02:28:25.720,02:29:13.572,False,,staff,Sangamon County State's Attorney's Office
h1_2025_12_03,h1_2025_12_03_t00289,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_15,8956.689,8968.955,2,"My opinion relies on an Illinois Supreme Court opinion, 1350 Lakeshore Associates versus Healy, 223 Illinois 2nd, 607. And that's from the year 2006.",h1_2025_12_03_s01687|h1_2025_12_03_s01688,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,25,12.265999999999622,02:29:16.689,02:29:28.955,False,,staff,Sangamon County State's Attorney's Office
h1_2025_12_03,h1_2025_12_03_t00290,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,8973.717,8980.661,4,"Okay. Tristan, are you next? No. Who's next?",h1_2025_12_03_s01689|h1_2025_12_03_s01690|h1_2025_12_03_s01691|h1_2025_12_03_s01692,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,9,6.943999999999505,02:29:33.717,02:29:40.661,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00291,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_22,8981.441,8982.721,2,"Oh, Mark Pruitt. I'm so sorry, sir.",h1_2025_12_03_s01693|h1_2025_12_03_s01694,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,8,1.2799999999988358,02:29:41.441,02:29:42.721,False,,public,Rural Electric Convenience Cooperative
h1_2025_12_03,h1_2025_12_03_t00292,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,8982.741,8983.722,1,"Here, take this down to you.",h1_2025_12_03_s01695,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,6,0.9809999999997672,02:29:42.741,02:29:43.722,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00293,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_23,8985.877,8986.457,1,Almost got you.,h1_2025_12_03_s01696,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,3,0.5799999999999272,02:29:45.877,02:29:46.457,False,,consultant,Sangamon County (retained independent consultant)
h1_2025_12_03,h1_2025_12_03_t00294,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_23,8990.638,8999.9,1,I think we've got some... And is that teed up?,h1_2025_12_03_s01697,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,11,9.261999999998807,02:29:50.638,02:29:59.900,False,,consultant,Sangamon County (retained independent consultant)
h1_2025_12_03,h1_2025_12_03_t00295,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_23,9004.001,9007.582,3,"Is the presentation teed up? Oh, there you go. Awesome.",h1_2025_12_03_s01698|h1_2025_12_03_s01699|h1_2025_12_03_s01700,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,10,3.581000000000131,02:30:04.001,02:30:07.582,False,,consultant,Sangamon County (retained independent consultant)
h1_2025_12_03,h1_2025_12_03_t00296,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_25,9010.202,9011.883,1,"He's behind you, the guy running this one.",h1_2025_12_03_s01701,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,9,1.6810000000004948,02:30:10.202,02:30:11.883,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00297,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_23,9012.103,9027.134,5,Great. My name is Mark Pruitt. I am an independent consultant. I was retained by the county to review some of the stated plans for the data center. This may be off.,h1_2025_12_03_s01702|h1_2025_12_03_s01703|h1_2025_12_03_s01704|h1_2025_12_03_s01705|h1_2025_12_03_s01706,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,32,15.031000000000859,02:30:12.103,02:30:27.134,False,,consultant,Sangamon County (retained independent consultant)
h1_2025_12_03,h1_2025_12_03_t00298,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_23,9030.295,9248.894,54,"That's great. I have more slides here than we're going to go through. You can have the slides. And I don't read slides. So I'm just going to go through, hit the high points, and try to get the main findings of this report. give you the context. I would say, based on some comments I've received already, the first section and the last section, two pages, are probably the real operative. The middle part is the boring part. As my daughter says, Dad, why are you talking to these people late at night? They're already tired. So real quick, we did an analysis and there's findings. Next slide. This is me. I'm a consultant. I used to be somebody in Illinois. I was the director of a state agency that negotiates the wholesale power contracts for Commonwealth Edison and Ameren. Also negotiated the renewable portfolio standard and the energy efficiency portfolio standard and the clean coal portfolio standard. So that's what I did in the old days. I do consulting now. Most recently I was in Springfield working during the veto session on the energy bill. I did the analysis to promote the battery storage portion of that bill. So I'm a numbers guy, right? People come to me with a problem, they say, what will happen in the market if we do this or that? That's it. Next slide. Oh, I'm also a lab affiliate at Argonne. I teach at Northwestern. Those are the flag waving things. Okay, so what I did was I took a look at the project data as it was available today. LOCATION, UTILITY SYSTEM, AND INTERCONNECTION, MARKET DATA, SO WE TOOK A LOOK AT AMRIN, MISO, MID-CONTINENT INDEPENDENT SYSTEM OPERATOR, FERC, AND THEN SOME VERY SPECIALIZED DATA AROUND HOW THE WHOLESALE SYSTEM WORKS HERE IN THIS CENTRAL ILLINOIS REGION. THEN WE HAD INTERVIEWS WITH THESE PARTIES DOWN AT THE BOTTOM. NEXT SLIDE. SO THAT BORING MIDDLE PART OF THE REPORT lays out how all these parties that are all the way over on the left, starting with the Federal Energy Regulatory Commission, moving down through the regional authority, which is the independent system operator, going on down to the generators, transmission, marketers, and then local service utilities, right? How they all have roles as they relate to reliability and cost. So two takeaways, lots of parties, Lots of obligations. The further down you are on the list, the more obligations and operational activity you have to manage going up. So there are no simple answers in this business. That's why people like me have a job. You can read this whenever you like. Next slide. So how do we arrange what we look for? We had two primary issues raised by the parties, issues of reliability and cost. So reliability and cost expose themselves in a few different areas. So if we start with the data center at the top, we have reliability and cost. Those are our two categories. Let's go with reliability and drill down. The local utility has issues of reliability. That gets to the issue of what's the likelihood of a blackout and then what's the priority of returning service. IF WE TAKE A LOOK ALSO, RELIABILITIES AT THE REGIONAL GRID. SO THIS ISN'T JUST A LOCAL ISSUE, IT'S A REGIONAL ISSUE. AT THE REGIONAL ISSUE, WE'RE INTERESTED IN WHAT WILL THIS DATA CENTER DO WITH REGARD TO TRANSMISSION AND GENERATION? SEE HOW THAT WATER FALLS DOWN?",h1_2025_12_03_s01707|h1_2025_12_03_s01708|h1_2025_12_03_s01709|h1_2025_12_03_s01710|h1_2025_12_03_s01711|h1_2025_12_03_s01712|h1_2025_12_03_s01713|h1_2025_12_03_s01714|h1_2025_12_03_s01715|h1_2025_12_03_s01716|h1_2025_12_03_s01717|h1_2025_12_03_s01718|h1_2025_12_03_s01719|h1_2025_12_03_s01720|h1_2025_12_03_s01721|h1_2025_12_03_s01722|h1_2025_12_03_s01723|h1_2025_12_03_s01724|h1_2025_12_03_s01725|h1_2025_12_03_s01726|h1_2025_12_03_s01727|h1_2025_12_03_s01728|h1_2025_12_03_s01729|h1_2025_12_03_s01730|h1_2025_12_03_s01731|h1_2025_12_03_s01732|h1_2025_12_03_s01733|h1_2025_12_03_s01734|h1_2025_12_03_s01735|h1_2025_12_03_s01736|h1_2025_12_03_s01737|h1_2025_12_03_s01738|h1_2025_12_03_s01739|h1_2025_12_03_s01740|h1_2025_12_03_s01741|h1_2025_12_03_s01742|h1_2025_12_03_s01743|h1_2025_12_03_s01744|h1_2025_12_03_s01745|h1_2025_12_03_s01746|h1_2025_12_03_s01747|h1_2025_12_03_s01748|h1_2025_12_03_s01749|h1_2025_12_03_s01750|h1_2025_12_03_s01751|h1_2025_12_03_s01752|h1_2025_12_03_s01753|h1_2025_12_03_s01754|h1_2025_12_03_s01755|h1_2025_12_03_s01756|h1_2025_12_03_s01757|h1_2025_12_03_s01758|h1_2025_12_03_s01759|h1_2025_12_03_s01760,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,598,218.59900000000016,02:30:30.295,02:34:08.894,False,,consultant,Sangamon County (retained independent consultant)
h1_2025_12_03,h1_2025_12_03_t00299,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_18,9249.414,9252.695,1,"THAT'S THAT BORING MIDDLE PART OF THE REPORT, RIGHT?",h1_2025_12_03_s01761,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,10,3.2809999999990396,02:34:09.414,02:34:12.695,False,,official,Sangamon County Board
h1_2025_12_03,h1_2025_12_03_t00300,2025-12-03,"Data-center hearing — December 3, 2025",SPEAKER_23,9252.775,9462.974,53,"IT'S JUST GOING THROUGH HOW ALL THESE THINGS WORK. THEY'RE VERY RELATED, BUT THEY RHYME. THEY DON'T DUPLICATE. SO ON THE COST SIDE, AGAIN, UTILITY, REGIONAL GRID, And under the local utility, there are costs for the interconnection, delivery charges, and energy supply. And then at the regional grid, as was mentioned earlier, when you introduce a large load into this market, will that change prices for energy and capacity? So that's the breakdown. Next slide. Okay. So these are the key questions. I'm not going to read all these to you, but these were largely provided by the folks that I interviewed, right? So these are not my queries. I'm not here to tell anybody to do one thing or another. I'm just trying to organize the information, get down to the issues of how this wholesale market actually works and give you an assessment, right? I'm not doing an audit. I'm not reviewing contracts or anything like that. I'm saying, look, if you go through with what you present, this is likely what's going to happen based on these conditions. So that that's my job. Next slide. So let's talk real quick about reliability. I THINK YOU SAW THIS A LITTLE BIT BEFORE. THE RED LINE IS THE TRANSMISSION LINE. THE SUBSTATION IN THE SOLAR FARM IS ALL AROUND THERE. AND THE DATA CENTER IS UP AT A. FOR RELIABILITY WITHIN THE RECC SYSTEM, ESSENTIALLY, THIS IS AN ISOLATED DISTRIBUTION SYSTEM FOR THAT ONE CUSTOMER. THAT MEANS IF THERE'S EVER A PROBLEM WITH THAT ONE CUSTOMER, ALL THE REST OF THE RECC CUSTOMERS ARE NOT IMPACTED. THEY'RE NOT SHARING THE SAME SYSTEM. THEY'RE EFFECTIVELY SEPARATE. WHEN WE TALK ABOUT THE, YOU KNOW, HOW THAT WORKS, YOU SAY, WELL, OKAY, WELL, MARK, WHAT IF YOU OVERLOAD THAT ONE POINT, RIGHT, OVER THERE WITH THE PIN? THAT'S WHERE THE DATA CENTER IS GOING TO BE. YOU SEE THE RED TRANSMISSION LINE THAT THAT'S ON? THAT'S THE ILLINOIS RIVERS TRANSMISSION LINE, GOES ALL THE WAY FROM MISSOURI, ALL THE WAY TO INDIANA. ALL THE OTHER POINTS OF INTERCONNECTION BETWEEN THE RECC NETWORK, isn't on that same line. So that's not even downstream. All the RECC interactions are with the yellow and white lines, which are lower voltage. And you notice that they don't really connect anywhere to that Illinois rivers network. So I'm not saying that they're completely separate. I'm just saying that they're functionally separate. So if you have a problem with one customer set, the RECC existing customers, they're not going to have any impact on the data center and vice versa. Next slide. Question, is there enough capacity in the market to meet this need? So the thing you need to realize, and I was running some numbers here, the 600 megawatts of capacity for the status center compares to 137,000 megawatts of generating capacity in MISO, right? So it's not just what power plant is next door or down the street or even within the same state. This is a network. So you have 137,000 megawatts of generating capacity today. You're looking to add 600 megawatts. That's 0.4%. There are 300,000 megawatts of new capacity proposed for MISO right now. So you're going to have all these new power plants coming online. Not all of them, but some of them. The 600 megawatts proposed today is 0.2% of that 300,000. So it is a big place, but",h1_2025_12_03_s01762|h1_2025_12_03_s01763|h1_2025_12_03_s01764|h1_2025_12_03_s01765|h1_2025_12_03_s01766|h1_2025_12_03_s01767|h1_2025_12_03_s01768|h1_2025_12_03_s01769|h1_2025_12_03_s01770|h1_2025_12_03_s01771|h1_2025_12_03_s01772|h1_2025_12_03_s01773|h1_2025_12_03_s01774|h1_2025_12_03_s01775|h1_2025_12_03_s01776|h1_2025_12_03_s01777|h1_2025_12_03_s01778|h1_2025_12_03_s01779|h1_2025_12_03_s01780|h1_2025_12_03_s01781|h1_2025_12_03_s01782|h1_2025_12_03_s01783|h1_2025_12_03_s01784|h1_2025_12_03_s01785|h1_2025_12_03_s01786|h1_2025_12_03_s01787|h1_2025_12_03_s01788|h1_2025_12_03_s01789|h1_2025_12_03_s01790|h1_2025_12_03_s01791|h1_2025_12_03_s01792|h1_2025_12_03_s01793|h1_2025_12_03_s01794|h1_2025_12_03_s01795|h1_2025_12_03_s01796|h1_2025_12_03_s01797|h1_2025_12_03_s01798|h1_2025_12_03_s01799|h1_2025_12_03_s01800|h1_2025_12_03_s01801|h1_2025_12_03_s01802|h1_2025_12_03_s01803|h1_2025_12_03_s01804|h1_2025_12_03_s01805|h1_2025_12_03_s01806|h1_2025_12_03_s01807|h1_2025_12_03_s01808|h1_2025_12_03_s01809|h1_2025_12_03_s01810|h1_2025_12_03_s01811|h1_2025_12_03_s01812|h1_2025_12_03_s01813|h1_2025_12_03_s01814,/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,607,210.19900000000052,02:34:12.775,02:37:42.974,False,,consultant,Sangamon County (retained independent consultant)
